city,sqft,bedrooms,bathrooms,lot_size_acres,year_built,age_years,school_rating,distance_from_center_miles,property_tax_rate,price,price_per_sqft,zip_code,metro,listing_date
Austin,4143,3,2.0,0.151,1994,30,7.4,9.6,0.0207,1441173,347.86,78745,Austin-Round Rock-Georgetown,2023-11-09
Houston,1779,3,2.0,0.408,1991,33,6.5,20.6,0.0242,261728,147.12,77002,Houston-The Woodlands-Sugar Land,2023-07-06
Dallas,2417,3,2.0,0.142,2004,20,6.9,27.1,0.0227,443010,183.29,75230,Dallas-Fort Worth-Arlington,2024-04-26
Dallas,1736,2,1.0,0.142,2005,19,6.4,30.0,0.0221,285174,164.27,75205,Dallas-Fort Worth-Arlington,2023-10-08
Dallas,2070,3,2.5,0.371,1960,64,8.7,23.5,0.0234,396840,191.71,75254,Dallas-Fort Worth-Arlington,2023-03-08
Houston,2583,3,2.5,0.405,1989,35,7.6,58.5,0.0225,389356,150.74,77024,Houston-The Woodlands-Sugar Land,2023-05-17
San Antonio,1828,3,2.0,0.534,1991,33,5.3,17.4,0.0211,263408,144.1,78216,San Antonio-New Braunfels,2024-01-09
Fort Worth,1564,4,3.0,0.154,2016,8,6.3,21.8,0.0226,273272,174.73,76109,Dallas-Fort Worth-Arlington,2023-09-07
Houston,1559,2,1.0,0.563,2018,6,5.5,18.8,0.0242,261113,167.49,77056,Houston-The Woodlands-Sugar Land,2023-04-29
San Antonio,1447,4,2.5,0.165,1961,63,5.6,18.1,0.024,183564,126.86,78205,San Antonio-New Braunfels,2024-03-13
Dallas,3135,2,1.5,0.468,2009,15,7.6,15.5,0.0227,566200,180.61,75225,Dallas-Fort Worth-Arlington,2023-03-07
Dallas,2338,3,2.0,0.078,1998,26,6.0,8.9,0.0219,385226,164.77,75201,Dallas-Fort Worth-Arlington,2023-04-30
Houston,1706,4,2.5,0.129,1981,43,5.3,24.9,0.0247,268524,157.4,77019,Houston-The Woodlands-Sugar Land,2023-09-12
San Antonio,1927,5,3.0,0.302,2004,20,5.8,20.1,0.0211,290995,151.01,78250,San Antonio-New Braunfels,2023-01-22
Fort Worth,3042,3,2.0,0.074,1972,52,5.6,14.2,0.0216,445998,146.61,76132,Dallas-Fort Worth-Arlington,2023-07-31
San Antonio,1811,5,3.5,0.267,2017,7,5.3,7.1,0.0213,262246,144.81,78205,San Antonio-New Braunfels,2024-05-12
Fort Worth,2025,3,3.0,0.256,2022,2,8.8,53.2,0.0226,356520,176.06,76107,Dallas-Fort Worth-Arlington,2024-05-29
Fort Worth,2470,3,2.5,0.569,2020,4,6.3,15.3,0.0214,455597,184.45,76109,Dallas-Fort Worth-Arlington,2024-04-21
Houston,1504,4,4.0,0.267,2010,14,7.3,18.7,0.0237,301338,200.36,77019,Houston-The Woodlands-Sugar Land,2023-06-27
Dallas,2696,5,4.0,0.304,1965,59,10.0,33.1,0.0219,563755,209.11,75204,Dallas-Fort Worth-Arlington,2023-02-05
Dallas,1849,4,2.5,0.118,2013,11,8.6,9.0,0.0204,397494,214.98,75204,Dallas-Fort Worth-Arlington,2024-03-21
Fort Worth,1537,4,2.5,0.148,2020,4,7.0,14.7,0.0213,291711,189.79,76107,Dallas-Fort Worth-Arlington,2023-07-24
Austin,2575,5,4.5,0.206,2000,24,7.9,17.8,0.0219,1052811,408.86,78704,Austin-Round Rock-Georgetown,2024-02-14
Houston,1191,3,2.0,0.23,2017,7,5.7,11.5,0.0238,178732,150.07,77079,Houston-The Woodlands-Sugar Land,2023-03-07
Fort Worth,1169,4,4.0,0.218,2003,21,5.9,18.9,0.023,194671,166.53,76109,Dallas-Fort Worth-Arlington,2024-01-01
Houston,1313,3,2.5,0.174,1960,64,7.6,37.9,0.0233,209792,159.78,77019,Houston-The Woodlands-Sugar Land,2023-11-17
San Antonio,2115,3,3.0,0.126,2004,20,4.9,14.9,0.0227,266268,125.9,78230,San Antonio-New Braunfels,2024-05-18
Houston,2146,3,2.0,0.161,1971,53,5.5,29.8,0.0228,334528,155.88,77056,Houston-The Woodlands-Sugar Land,2023-02-25
Fort Worth,1733,3,2.5,0.231,1967,57,9.2,8.9,0.0231,358514,206.87,76107,Dallas-Fort Worth-Arlington,2023-08-12
Fort Worth,2491,3,3.0,0.193,1975,49,6.2,16.5,0.0212,396708,159.26,76107,Dallas-Fort Worth-Arlington,2024-06-25
Houston,2929,3,2.0,0.098,2000,24,6.8,12.3,0.0218,465655,158.98,77007,Houston-The Woodlands-Sugar Land,2023-08-02
San Antonio,2677,4,3.0,0.216,1965,59,6.1,23.8,0.0219,414086,154.68,78258,San Antonio-New Braunfels,2023-12-26
Houston,3042,3,3.0,0.169,2021,3,5.0,17.4,0.0243,451331,148.37,77079,Houston-The Woodlands-Sugar Land,2023-03-30
Dallas,2976,4,3.5,0.139,1988,36,9.7,12.8,0.0219,617995,207.66,75204,Dallas-Fort Worth-Arlington,2024-02-03
Dallas,1627,3,3.0,0.334,1993,31,5.6,25.0,0.021,271753,167.03,75205,Dallas-Fort Worth-Arlington,2023-05-31
San Antonio,2094,3,3.0,0.36,1960,64,7.5,33.4,0.0213,326428,155.89,78205,San Antonio-New Braunfels,2023-11-10
Austin,3341,4,3.5,0.078,2021,3,7.5,38.3,0.0215,1024199,306.55,78750,Austin-Round Rock-Georgetown,2024-04-26
Houston,1709,3,3.0,0.221,1979,45,9.3,30.1,0.0238,281702,164.83,77002,Houston-The Woodlands-Sugar Land,2023-12-28
San Antonio,1405,5,4.0,0.404,1991,33,6.0,25.8,0.0226,222000,158.01,78205,San Antonio-New Braunfels,2023-09-17
Dallas,1408,4,3.5,0.309,2009,15,6.3,24.5,0.0236,297894,211.57,75204,Dallas-Fort Worth-Arlington,2023-04-14
Dallas,2531,4,3.0,0.225,2007,17,8.0,17.7,0.0212,488784,193.12,75225,Dallas-Fort Worth-Arlington,2023-07-06
Austin,2778,3,2.0,0.231,2020,4,9.2,10.8,0.0207,938605,337.87,78702,Austin-Round Rock-Georgetown,2024-04-09
Houston,1923,3,2.0,0.146,1980,44,5.6,19.5,0.0243,239788,124.69,77024,Houston-The Woodlands-Sugar Land,2023-04-29
Fort Worth,2812,3,2.0,0.156,2004,20,9.4,21.3,0.0211,499551,177.65,76109,Dallas-Fort Worth-Arlington,2023-12-25
Austin,1951,4,2.5,0.18,1978,46,6.4,11.8,0.0221,579291,296.92,78748,Austin-Round Rock-Georgetown,2023-09-23
Houston,2569,3,2.5,0.205,1965,59,8.2,9.2,0.0223,464091,180.65,77002,Houston-The Woodlands-Sugar Land,2023-06-25
Fort Worth,3428,4,3.0,0.308,1976,48,8.0,37.8,0.0221,668839,195.11,76102,Dallas-Fort Worth-Arlington,2024-01-28
Austin,2181,4,3.0,0.148,2019,5,7.5,7.7,0.0198,729371,334.42,78701,Austin-Round Rock-Georgetown,2023-07-18
San Antonio,1801,3,3.0,0.262,2020,4,6.2,10.1,0.0234,271259,150.62,78258,San Antonio-New Braunfels,2023-06-06
Houston,1843,3,3.0,0.17,1989,35,6.1,19.1,0.0237,305500,165.76,77024,Houston-The Woodlands-Sugar Land,2023-10-17
Fort Worth,3149,4,3.5,0.327,1973,51,7.7,15.7,0.0226,572223,181.72,76109,Dallas-Fort Worth-Arlington,2024-02-19
San Antonio,1254,4,4.0,0.304,1973,51,5.4,28.1,0.0238,193484,154.29,78250,San Antonio-New Braunfels,2024-04-17
Fort Worth,2877,3,2.5,0.366,1991,33,5.9,20.7,0.0216,479401,166.63,76109,Dallas-Fort Worth-Arlington,2023-12-11
Houston,1277,3,2.0,0.051,1975,49,6.4,15.1,0.0221,147634,115.61,77007,Houston-The Woodlands-Sugar Land,2023-12-29
Dallas,1549,3,3.0,0.227,2019,5,8.9,23.3,0.023,350437,226.23,75225,Dallas-Fort Worth-Arlington,2024-03-06
San Antonio,1436,4,2.5,0.18,2003,21,5.6,20.9,0.021,192822,134.28,78230,San Antonio-New Braunfels,2023-05-28
Houston,1719,2,1.5,0.435,1968,56,5.7,13.5,0.0235,228086,132.69,77002,Houston-The Woodlands-Sugar Land,2023-05-18
Houston,1752,5,3.0,0.59,2009,15,5.6,36.7,0.0229,262636,149.91,77024,Houston-The Woodlands-Sugar Land,2023-09-22
Austin,1452,3,2.5,0.232,1995,29,10.0,6.8,0.021,452604,311.71,78704,Austin-Round Rock-Georgetown,2023-12-12
Fort Worth,1353,4,3.0,0.079,1960,64,7.0,10.9,0.0218,272619,201.49,76102,Dallas-Fort Worth-Arlington,2023-12-20
San Antonio,2240,4,4.0,0.244,1987,37,7.2,20.2,0.0224,364203,162.59,78205,San Antonio-New Braunfels,2023-03-26
Dallas,1347,3,3.0,0.298,1987,37,7.3,37.7,0.0225,248391,184.4,75205,Dallas-Fort Worth-Arlington,2024-03-02
San Antonio,1352,3,2.5,0.688,1987,37,9.1,8.4,0.0212,163387,120.85,78209,San Antonio-New Braunfels,2023-07-18
Dallas,2634,3,3.0,0.086,2016,8,7.1,19.7,0.0228,536791,203.79,75204,Dallas-Fort Worth-Arlington,2024-04-24
Dallas,2440,3,2.0,0.263,2012,12,5.8,36.1,0.0232,453719,185.95,75225,Dallas-Fort Worth-Arlington,2024-02-01
Houston,2284,4,3.0,0.493,1965,59,6.2,38.0,0.0231,330500,144.7,77019,Houston-The Woodlands-Sugar Land,2024-06-21
Dallas,1723,5,5.0,0.124,1977,47,6.4,24.8,0.0238,315434,183.07,75205,Dallas-Fort Worth-Arlington,2023-12-12
Houston,4865,2,1.5,0.18,2002,22,6.8,24.2,0.022,668163,137.34,77056,Houston-The Woodlands-Sugar Land,2023-10-16
Fort Worth,2824,5,4.0,0.187,2011,13,5.8,53.6,0.0208,481252,170.42,76102,Dallas-Fort Worth-Arlington,2023-04-13
San Antonio,1843,2,1.5,0.257,1992,32,6.8,15.0,0.0218,256577,139.22,78209,San Antonio-New Braunfels,2023-08-07
Houston,2030,5,3.5,0.218,1974,50,8.1,40.6,0.0243,383118,188.73,77002,Houston-The Woodlands-Sugar Land,2024-04-14
Dallas,1999,4,2.5,0.05,1993,31,8.1,20.3,0.0228,405738,202.97,75254,Dallas-Fort Worth-Arlington,2023-07-28
Austin,2319,5,4.0,0.05,1965,59,7.9,9.5,0.0206,849160,366.18,78702,Austin-Round Rock-Georgetown,2023-01-30
Fort Worth,1742,3,3.0,0.229,1999,25,5.7,14.3,0.0216,301369,173.0,76132,Dallas-Fort Worth-Arlington,2023-05-15
Fort Worth,2926,3,3.0,0.181,1998,26,7.5,33.3,0.023,568710,194.36,76102,Dallas-Fort Worth-Arlington,2023-11-22
Fort Worth,1824,3,2.5,0.208,1966,58,8.3,31.3,0.0217,353949,194.05,76107,Dallas-Fort Worth-Arlington,2023-12-11
Houston,1871,3,2.5,0.119,2012,12,7.5,25.4,0.0236,297646,159.08,77024,Houston-The Woodlands-Sugar Land,2024-06-22
Austin,1867,4,3.5,0.191,1985,39,6.8,13.3,0.0212,703707,376.92,78748,Austin-Round Rock-Georgetown,2024-05-25
Houston,1527,4,3.0,0.167,1989,35,7.1,19.8,0.023,270305,177.02,77007,Houston-The Woodlands-Sugar Land,2023-10-18
Austin,1638,3,2.0,0.17,2001,23,8.5,15.7,0.0221,523394,319.53,78702,Austin-Round Rock-Georgetown,2023-10-31
Austin,2187,2,1.0,0.076,1982,42,6.1,33.8,0.0193,596368,272.69,78750,Austin-Round Rock-Georgetown,2024-03-13
Austin,1485,3,2.5,0.156,1983,41,9.8,20.0,0.0212,397862,267.92,78703,Austin-Round Rock-Georgetown,2023-01-27
Fort Worth,1331,2,1.0,0.224,1977,47,7.3,10.4,0.0222,202580,152.2,76102,Dallas-Fort Worth-Arlington,2023-11-22
Austin,2075,3,2.0,0.139,1991,33,8.9,17.0,0.0215,689082,332.09,78748,Austin-Round Rock-Georgetown,2023-09-17
Austin,1787,4,4.0,0.32,2002,22,8.4,10.6,0.02,699640,391.52,78701,Austin-Round Rock-Georgetown,2024-03-04
San Antonio,1559,3,2.5,0.379,2023,1,8.4,12.2,0.0236,245429,157.43,78258,San Antonio-New Braunfels,2024-03-13
Dallas,2232,3,2.0,0.152,1968,56,7.2,11.5,0.0229,397891,178.27,75254,Dallas-Fort Worth-Arlington,2023-12-25
San Antonio,2650,4,2.5,0.159,1989,35,7.4,15.9,0.022,393484,148.48,78250,San Antonio-New Braunfels,2023-12-26
Dallas,1549,4,3.5,0.153,1972,52,7.6,40.3,0.022,299696,193.48,75204,Dallas-Fort Worth-Arlington,2024-01-14
Fort Worth,2149,4,3.5,0.187,1973,51,6.1,9.0,0.0227,408604,190.14,76102,Dallas-Fort Worth-Arlington,2023-11-14
Dallas,2085,3,2.5,0.245,1976,48,6.9,22.5,0.0212,391979,188.0,75205,Dallas-Fort Worth-Arlington,2023-05-05
Dallas,2817,5,4.5,0.214,1983,41,7.2,14.4,0.0202,574144,203.81,75205,Dallas-Fort Worth-Arlington,2023-06-05
San Antonio,1854,4,3.0,0.515,2012,12,5.7,24.1,0.022,297196,160.3,78258,San Antonio-New Braunfels,2024-02-10
Houston,2674,3,2.0,0.43,2022,2,4.6,42.1,0.023,397142,148.52,77024,Houston-The Woodlands-Sugar Land,2023-12-05
Houston,1139,2,1.5,0.181,1995,29,7.7,22.4,0.0241,172755,151.67,77079,Houston-The Woodlands-Sugar Land,2023-05-11
Dallas,1512,3,2.5,0.243,2013,11,7.1,55.6,0.0232,290332,192.02,75230,Dallas-Fort Worth-Arlington,2024-04-25
Austin,2089,3,3.0,0.05,1995,29,8.6,12.9,0.021,666806,319.2,78748,Austin-Round Rock-Georgetown,2024-06-20
San Antonio,1222,4,3.5,0.309,1997,27,3.6,12.0,0.0234,177106,144.93,78201,San Antonio-New Braunfels,2023-12-09
Houston,3050,2,2.0,0.215,1990,34,6.3,11.0,0.0215,427631,140.21,77002,Houston-The Woodlands-Sugar Land,2023-05-05
Austin,1567,3,3.0,0.245,2011,13,9.0,12.3,0.0221,518965,331.18,78701,Austin-Round Rock-Georgetown,2024-05-28
Houston,1839,3,3.0,0.076,2023,1,7.3,19.3,0.0216,287092,156.11,77024,Houston-The Woodlands-Sugar Land,2023-05-10
San Antonio,1477,3,2.5,0.626,1990,34,4.6,8.1,0.0211,229798,155.58,78205,San Antonio-New Braunfels,2023-08-25
Houston,2380,3,2.5,0.226,1960,64,5.5,28.4,0.0228,318853,133.97,77079,Houston-The Woodlands-Sugar Land,2024-04-14
San Antonio,2316,3,2.0,0.217,1992,32,7.6,17.9,0.0216,341421,147.42,78201,San Antonio-New Braunfels,2023-10-12
San Antonio,2168,4,3.0,0.162,1980,44,7.3,6.8,0.0224,334872,154.46,78258,San Antonio-New Braunfels,2023-05-13
Austin,2933,2,1.0,0.063,2011,13,7.7,9.2,0.024,794571,270.91,78745,Austin-Round Rock-Georgetown,2023-02-13
San Antonio,1993,4,3.5,0.171,2005,19,7.0,16.7,0.0202,304572,152.82,78201,San Antonio-New Braunfels,2023-07-17
Houston,2852,4,3.0,0.13,2005,19,8.3,21.5,0.0246,512150,179.58,77002,Houston-The Woodlands-Sugar Land,2024-01-03
Houston,1136,5,4.0,0.187,1977,47,5.1,49.5,0.0225,213696,188.11,77019,Houston-The Woodlands-Sugar Land,2024-01-26
San Antonio,1713,3,2.0,0.224,2012,12,6.4,8.4,0.022,258650,150.99,78209,San Antonio-New Braunfels,2023-05-02
Fort Worth,1340,4,3.0,0.244,2002,22,8.8,17.2,0.0211,323328,241.29,76107,Dallas-Fort Worth-Arlington,2023-03-28
Houston,1844,2,1.0,0.198,1970,54,6.9,34.9,0.0234,273965,148.57,77024,Houston-The Woodlands-Sugar Land,2024-01-19
Dallas,2735,3,2.0,0.35,1986,38,5.9,60.0,0.0215,440551,161.08,75201,Dallas-Fort Worth-Arlington,2023-03-29
Houston,1459,4,4.0,0.914,1978,46,6.1,26.2,0.0232,275192,188.62,77002,Houston-The Woodlands-Sugar Land,2023-02-05
Dallas,3891,2,2.0,0.247,2010,14,8.0,17.8,0.0209,679779,174.71,75230,Dallas-Fort Worth-Arlington,2023-09-24
Dallas,2822,3,3.0,0.211,1992,32,8.6,7.7,0.0216,680814,241.25,75254,Dallas-Fort Worth-Arlington,2023-11-09
Dallas,2187,5,3.0,0.332,2018,6,4.1,19.7,0.0216,390716,178.65,75204,Dallas-Fort Worth-Arlington,2023-05-14
Dallas,2049,4,4.0,0.146,1984,40,6.0,8.7,0.0213,460652,224.82,75254,Dallas-Fort Worth-Arlington,2023-04-26
Austin,2037,3,3.0,0.144,2006,18,9.0,18.0,0.021,527051,258.74,78703,Austin-Round Rock-Georgetown,2023-05-09
San Antonio,1592,3,2.5,0.183,1972,52,7.5,15.7,0.0235,201402,126.51,78209,San Antonio-New Braunfels,2023-07-07
Dallas,1825,3,3.0,0.096,1987,37,8.7,22.1,0.023,352374,193.08,75201,Dallas-Fort Worth-Arlington,2023-01-06
San Antonio,1436,3,2.5,0.693,1994,30,7.0,13.3,0.0223,212839,148.22,78209,San Antonio-New Braunfels,2023-01-07
Austin,3489,3,2.0,0.192,2002,22,8.5,17.9,0.0211,1009152,289.24,78704,Austin-Round Rock-Georgetown,2023-07-22
Houston,2862,4,3.5,0.628,2012,12,7.4,26.3,0.0262,528232,184.57,77024,Houston-The Woodlands-Sugar Land,2023-01-11
Houston,1514,4,3.0,0.108,2021,3,5.9,38.3,0.0227,250567,165.5,77002,Houston-The Woodlands-Sugar Land,2023-06-24
Austin,2621,2,2.0,0.078,1997,27,8.8,15.9,0.0208,703610,268.45,78702,Austin-Round Rock-Georgetown,2023-11-14
Houston,1936,3,3.0,0.157,2003,21,5.4,18.3,0.0233,362760,187.38,77019,Houston-The Woodlands-Sugar Land,2023-01-18
Houston,2241,4,2.5,0.355,1980,44,6.1,60.0,0.023,348225,155.39,77002,Houston-The Woodlands-Sugar Land,2023-12-04
San Antonio,2300,3,3.0,0.164,2023,1,7.4,17.4,0.0235,346923,150.84,78205,San Antonio-New Braunfels,2023-12-06
Houston,1890,3,2.5,0.143,1993,31,8.4,31.7,0.0229,296548,156.9,77024,Houston-The Woodlands-Sugar Land,2023-11-10
San Antonio,2175,3,2.5,0.293,1981,43,7.3,4.9,0.0227,341950,157.22,78258,San Antonio-New Braunfels,2023-12-09
Dallas,2380,3,3.0,0.096,2004,20,5.0,31.1,0.0227,474931,199.55,75225,Dallas-Fort Worth-Arlington,2024-03-18
San Antonio,1568,3,3.0,0.139,1973,51,6.7,22.3,0.0242,217639,138.8,78205,San Antonio-New Braunfels,2023-02-08
Dallas,1542,5,3.0,0.682,2019,5,8.1,31.4,0.0218,344327,223.3,75254,Dallas-Fort Worth-Arlington,2023-04-03
Dallas,2466,4,3.0,0.12,2002,22,6.7,18.4,0.0212,517841,209.99,75225,Dallas-Fort Worth-Arlington,2023-06-23
Dallas,2178,4,3.5,0.192,2001,23,6.6,18.4,0.0231,409535,188.03,75230,Dallas-Fort Worth-Arlington,2024-01-12
Fort Worth,3800,3,2.0,0.149,1985,39,8.4,18.8,0.0214,635552,167.25,76102,Dallas-Fort Worth-Arlington,2024-04-22
Dallas,1845,4,3.0,0.176,1970,54,6.3,12.3,0.0215,381970,207.03,75225,Dallas-Fort Worth-Arlington,2024-05-17
Dallas,2439,2,1.0,0.227,2000,24,7.0,7.5,0.0218,418934,171.76,75201,Dallas-Fort Worth-Arlington,2023-11-15
Dallas,1464,4,3.5,0.091,2016,8,6.3,39.0,0.0204,289081,197.46,75225,Dallas-Fort Worth-Arlington,2023-08-13
San Antonio,1374,2,1.5,0.129,2001,23,7.2,31.4,0.0233,191623,139.46,78205,San Antonio-New Braunfels,2023-08-14
Austin,1256,4,2.5,0.304,1963,61,10.0,23.9,0.0224,494701,393.87,78750,Austin-Round Rock-Georgetown,2023-02-02
Dallas,2058,3,3.0,0.104,1976,48,7.3,7.6,0.0215,402913,195.78,75201,Dallas-Fort Worth-Arlington,2023-09-12
Dallas,2659,3,3.0,0.626,1973,51,7.4,20.3,0.0204,492821,185.34,75225,Dallas-Fort Worth-Arlington,2023-10-08
Fort Worth,2712,3,2.5,0.268,1960,64,5.3,19.1,0.0232,478178,176.32,76102,Dallas-Fort Worth-Arlington,2023-04-24
Dallas,1926,3,2.5,0.1,2006,18,9.4,24.0,0.0217,387973,201.44,75230,Dallas-Fort Worth-Arlington,2024-02-25
Dallas,1570,3,3.0,0.182,1968,56,5.8,20.5,0.0215,266280,169.61,75205,Dallas-Fort Worth-Arlington,2024-03-20
Fort Worth,2895,4,4.0,0.346,2023,1,6.7,19.3,0.0222,558298,192.85,76132,Dallas-Fort Worth-Arlington,2023-06-15
Houston,3119,3,2.0,0.378,1993,31,5.8,19.5,0.0236,541175,173.51,77024,Houston-The Woodlands-Sugar Land,2024-05-14
Houston,1424,4,2.5,0.093,1997,27,5.0,13.5,0.0242,227001,159.41,77019,Houston-The Woodlands-Sugar Land,2023-02-28
Houston,2119,3,2.0,0.721,1971,53,5.7,52.1,0.0234,304246,143.58,77002,Houston-The Woodlands-Sugar Land,2024-05-13
Austin,2142,3,3.0,0.246,1990,34,8.7,11.3,0.0223,646285,301.72,78745,Austin-Round Rock-Georgetown,2024-02-25
Austin,1963,3,2.0,0.207,2006,18,8.4,12.5,0.0213,624304,318.04,78704,Austin-Round Rock-Georgetown,2023-05-03
Houston,1947,4,3.0,0.787,1965,59,6.5,29.2,0.0223,347235,178.34,77002,Houston-The Woodlands-Sugar Land,2023-12-22
San Antonio,2429,3,2.5,0.149,1963,61,8.5,10.9,0.0231,331100,136.31,78230,San Antonio-New Braunfels,2023-06-19
San Antonio,2638,3,3.0,0.153,1980,44,5.8,19.6,0.0226,338169,128.19,78205,San Antonio-New Braunfels,2024-03-13
Austin,1884,3,2.5,0.296,1996,28,8.1,16.0,0.0233,584569,310.28,78702,Austin-Round Rock-Georgetown,2023-03-29
Dallas,1506,4,4.0,0.159,1990,34,6.5,12.7,0.0217,343017,227.77,75201,Dallas-Fort Worth-Arlington,2023-05-14
Austin,2647,4,3.5,0.154,1961,63,5.3,16.8,0.0192,687709,259.81,78703,Austin-Round Rock-Georgetown,2023-06-18
Fort Worth,1886,2,1.5,0.588,2011,13,7.6,17.7,0.0232,354584,188.01,76102,Dallas-Fort Worth-Arlington,2023-04-20
Austin,2215,3,2.0,0.076,1994,30,8.0,8.3,0.0212,704262,317.95,78701,Austin-Round Rock-Georgetown,2023-07-02
Dallas,1103,3,3.0,0.174,2010,14,6.6,15.7,0.0213,193215,175.17,75205,Dallas-Fort Worth-Arlington,2023-11-26
Houston,1788,3,3.0,0.25,1961,63,7.3,30.9,0.0224,245922,137.54,77007,Houston-The Woodlands-Sugar Land,2023-12-13
Dallas,2928,4,3.0,0.213,2019,5,8.5,42.7,0.0223,656461,224.2,75201,Dallas-Fort Worth-Arlington,2023-10-31
Houston,1460,4,3.0,0.287,1978,46,8.7,24.9,0.0221,230906,158.15,77019,Houston-The Woodlands-Sugar Land,2023-04-14
San Antonio,3194,2,1.5,0.19,1977,47,6.8,9.8,0.0229,381333,119.39,78201,San Antonio-New Braunfels,2023-04-21
Houston,1885,4,3.0,0.19,1983,41,5.7,19.8,0.023,356675,189.22,77079,Houston-The Woodlands-Sugar Land,2024-05-17
Fort Worth,2169,3,2.5,0.395,2003,21,7.5,23.0,0.0225,311504,143.62,76107,Dallas-Fort Worth-Arlington,2023-05-18
Dallas,3742,3,2.0,0.077,1993,31,8.7,12.7,0.0225,662934,177.16,75254,Dallas-Fort Worth-Arlington,2023-02-26
San Antonio,3802,2,2.0,0.065,1992,32,6.5,12.9,0.0236,492358,129.5,78258,San Antonio-New Braunfels,2023-09-06
San Antonio,2743,2,1.5,0.2,2010,14,7.1,19.2,0.0232,375912,137.04,78258,San Antonio-New Braunfels,2023-01-04
Fort Worth,2414,3,2.5,0.614,1977,47,5.0,25.5,0.0225,440868,182.63,76109,Dallas-Fort Worth-Arlington,2023-07-07
Houston,2611,3,2.5,0.151,1965,59,6.3,11.3,0.0245,422972,162.0,77019,Houston-The Woodlands-Sugar Land,2024-04-12
Houston,1595,4,2.5,0.425,1972,52,5.7,4.6,0.0234,246440,154.51,77056,Houston-The Woodlands-Sugar Land,2023-05-27
Houston,2531,5,3.0,0.667,2013,11,8.3,52.8,0.0244,513874,203.03,77002,Houston-The Woodlands-Sugar Land,2024-01-20
Houston,2074,3,2.5,0.243,2023,1,8.3,16.7,0.024,288358,139.03,77079,Houston-The Woodlands-Sugar Land,2023-09-25
Dallas,1768,4,2.5,0.342,1987,37,5.9,25.0,0.0232,405011,229.08,75204,Dallas-Fort Worth-Arlington,2023-07-14
Fort Worth,2447,3,2.5,0.701,2004,20,7.9,19.8,0.0202,414188,169.26,76102,Dallas-Fort Worth-Arlington,2023-12-28
Fort Worth,2392,4,4.0,0.289,2015,9,4.7,27.4,0.0202,490722,205.15,76102,Dallas-Fort Worth-Arlington,2023-11-22
Dallas,2129,3,3.0,0.223,1980,44,8.8,18.7,0.0221,418649,196.64,75204,Dallas-Fort Worth-Arlington,2023-06-24
Dallas,2164,3,2.5,0.266,1970,54,6.1,6.4,0.0222,420045,194.11,75201,Dallas-Fort Worth-Arlington,2023-05-03
San Antonio,1886,2,1.0,0.275,2001,23,5.4,8.1,0.0222,255542,135.49,78230,San Antonio-New Braunfels,2024-05-16
Fort Worth,2243,4,3.5,0.398,1992,32,5.6,20.6,0.0231,371795,165.76,76102,Dallas-Fort Worth-Arlington,2023-04-03
Houston,2970,3,3.0,0.19,2009,15,8.0,20.0,0.0206,504621,169.91,77079,Houston-The Woodlands-Sugar Land,2024-06-08
Dallas,2303,3,2.5,0.153,2020,4,8.4,17.5,0.0205,515972,224.04,75205,Dallas-Fort Worth-Arlington,2023-09-15
San Antonio,1828,2,2.0,0.218,2005,19,7.1,15.3,0.0213,203559,111.36,78250,San Antonio-New Braunfels,2024-06-29
Houston,3316,4,4.0,0.409,2012,12,7.5,18.7,0.0235,690363,208.19,77019,Houston-The Woodlands-Sugar Land,2023-07-13
Houston,2152,4,2.5,0.089,2023,1,8.0,14.6,0.025,428978,199.34,77002,Houston-The Woodlands-Sugar Land,2023-11-06
Fort Worth,3187,4,3.5,0.086,1999,25,8.8,9.4,0.0234,682167,214.05,76102,Dallas-Fort Worth-Arlington,2023-12-03
Fort Worth,1935,3,2.0,0.207,2009,15,8.7,40.1,0.022,319710,165.22,76109,Dallas-Fort Worth-Arlington,2023-07-05
Fort Worth,2929,3,2.5,0.365,1961,63,6.0,32.5,0.0218,451705,154.22,76109,Dallas-Fort Worth-Arlington,2023-04-30
San Antonio,2603,3,2.5,0.071,2003,21,6.8,16.4,0.022,390223,149.91,78205,San Antonio-New Braunfels,2023-10-12
Houston,2050,5,3.0,0.307,1987,37,7.2,17.4,0.0227,381012,185.86,77019,Houston-The Woodlands-Sugar Land,2023-12-29
Houston,1993,3,2.0,0.293,2016,8,5.1,35.3,0.0224,275542,138.25,77079,Houston-The Woodlands-Sugar Land,2023-05-23
Dallas,3277,3,3.0,0.236,1972,52,7.1,15.7,0.0228,690336,210.66,75254,Dallas-Fort Worth-Arlington,2024-02-24
Dallas,1959,5,5.0,0.078,1961,63,5.1,7.7,0.0216,419507,214.14,75205,Dallas-Fort Worth-Arlington,2023-12-16
Dallas,2454,3,3.0,0.185,1963,61,7.2,13.5,0.0234,414344,168.84,75204,Dallas-Fort Worth-Arlington,2023-04-02
Dallas,2189,4,2.5,0.178,2018,6,7.2,15.8,0.0234,456836,208.7,75204,Dallas-Fort Worth-Arlington,2024-05-28
Houston,3791,3,2.0,0.214,1960,64,7.5,16.4,0.0231,590955,155.88,77024,Houston-The Woodlands-Sugar Land,2023-01-24
San Antonio,2149,3,2.5,0.248,1994,30,8.4,19.8,0.0251,321642,149.67,78216,San Antonio-New Braunfels,2023-12-24
